Date,Open,High,Low,Close,Adj Close,Volume,Day
2015-07-29,30.7875,30.875,30.567499,30.747499,27.902491,148046800,117
2015-07-30,30.58,30.6425,30.4275,30.592501,27.761841,134513200,118
2015-07-31,30.65,30.66,30.227501,30.325001,27.519093,171540000,119
2015-08-03,30.375,30.6425,29.379999,29.610001,26.870247,279904000,120
2015-08-04,29.355,29.424999,28.3125,28.66,26.008144,496554400,121
2015-08-05,28.237499,29.360001,28.025,28.85,26.180569,397250400,122
2015-08-06,28.9925,29.125,28.530001,28.782499,26.237539,211612000,123
2015-08-07,28.645,29.0625,28.625,28.879999,26.32642,154681600,124
2015-08-10,29.1325,29.997499,29.1325,29.93,27.283573,219806400,125
2015-08-11,29.452499,29.545,28.3325,28.372499,25.863791,388331200,126
2015-08-12,28.1325,28.855,27.407499,28.809999,26.262608,404870000,127
2015-08-13,29.01,29.1,28.635,28.7875,26.2421,194143200,128
2015-08-14,28.58,29.077499,28.502501,28.99,26.426693,171718000,129
2015-08-17,29.01,29.4125,28.875,29.290001,26.700169,163538800,130
2015-08-18,29.1075,29.360001,29.002501,29.125,26.549763,138242800,131
2015-08-19,29.025,29.129999,28.67,28.752501,26.210196,193146000,132
2015-08-20,28.52,28.5875,27.907499,28.1625,25.672361,274006400,133
2015-08-21,27.6075,27.975,26.4125,26.440001,24.102169,513102000,134
2015-08-24,23.717501,27.200001,23,25.780001,23.500523,648825200,135
2015-08-25,27.7775,27.7775,25.875,25.934999,23.641819,414406400,136
2015-08-26,26.772499,27.4725,26.262501,27.422501,24.997793,387098400,137
2015-08-27,28.057501,28.309999,27.504999,28.23,25.733889,338464400,138
2015-08-28,28.0425,28.327499,27.885,28.3225,25.818211,212657600,139
2015-08-31,28.0075,28.6325,28,28.190001,25.697426,224917200,140
2015-09-01,27.5375,27.969999,26.84,26.93,24.548843,307383600,141
2015-09-02,27.557501,28.084999,27.282499,28.084999,25.601711,247555200,142
2015-09-03,28.122499,28.195,27.51,27.592501,25.152767,212935600,143
2015-09-04,27.2425,27.612499,27.127501,27.317499,24.902077,199985200,144
2015-09-08,27.9375,28.139999,27.58,28.077499,25.594881,219374400,145
2015-09-09,28.440001,28.504999,27.442499,27.5375,25.102621,340043200,146
2015-09-10,27.567499,28.32,27.475,28.1425,25.654127,251571200,147
2015-09-11,27.9475,28.5525,27.940001,28.5525,26.027876,199662000,148
2015-09-14,29.145,29.2225,28.715,28.827499,26.278555,233453600,149
2015-09-15,28.9825,29.1325,28.605,29.07,26.499619,173364800,150
2015-09-16,29.0625,29.135,28.860001,29.102501,26.529247,148694000,151
2015-09-17,28.915001,29.122499,28.43,28.48,25.961788,256450400,152
2015-09-18,28.0525,28.575001,27.967501,28.362499,25.854677,297141200,153
2015-09-21,28.4175,28.842501,28.415001,28.8025,26.255774,200888000,154
2015-09-22,28.344999,28.545,28.129999,28.35,25.843281,201384800,155
2015-09-23,28.407499,28.68,28.325001,28.58,26.052942,143026800,156
2015-09-24,28.3125,28.875,28.092501,28.75,26.207911,200878000,157
2015-09-25,29.110001,29.172501,28.504999,28.6775,26.141821,224607600,158
